EDITION;ID;PERSON;TITLE;INTERNATIONAL TITLES;DIRECTOR/S;MAIN PRODUCTION COUNTRY;CO-PRODUCTION COUNTRY/IES;SECTION;PRIZE;NOTE
2017;955824;;CHO-HAENG;The First Lap;KIM Dae-hwan;South Korea;;Concorso Cineasti del presente;Best Emerging Director Award of the City and Region of Locarno;
2017;960030;;MILLA ;;Valerie Massadian;France;Portugal;Concorso Cineasti del presente;Special Jury Prize Ciné+;
2017;955999;;DISTANT CONSTELLATION;;Shevaun Mizrahi;USA;Türkiye, Netherlands;Concorso Cineasti del presente;Special mention;
2017;966538;;VERÃO DANADO;Damned Summer;Pedro Cabeleira;Portugal;;Concorso Cineasti del presente;Special mention;
2017;933826;;COCOTE ;;Nelson Carlo De Los Santos Arias;Dominican Republic;Argentina, Germany, Qatar;Signs of Life;Signs of Life Award electronic-art.foundation for Best Film;
2017;967981;;PHANTASIESÄTZE;Fantasy Sentences;Dane Komljen;Germany;Denmark;Signs of Life;Fondación Casa Wabi – Mantarraya Award;
2017;961683;;ERA UMA VEZ BRASÍLIA;Once There Was Brazilia;Adirley Queirós;Brazil;Portugal;Signs of Life;Special mention;
2017;946666;;SASHISHI DEDA;Scary Mother;Ana Urushadze;Georgia;Estland;Concorso Cineasti del presente;Swatch First Feature Award;
2017;958298;;METEORLAR;Meteors;Gürcan Keltek;Netherlands;Türkiye;Concorso Cineasti del presente;Swatch Art Peace Hotel Award;
2017;960767;;DENE WOS GUET GEIT;Those Who Are Fine;Cyril Schäublin;Switzerland;;Concorso Cineasti del presente;Special mention ;First Feature
2017;960742;;ANTÓNIO E CATARINA ;António and Catarina;Cristina Hanes;Portugal;;"Pardi di domani
Concorso internazionale";Pardino d’oro SRG SSR for the Best International Short Film;
2017;959867;;SHMAMA;;Miki Polonski;Israel;;"Pardi di domani
Concorso internazionale";Pardino d’argento SRG SSR for the International Competition;
2017;961505;;JEUNES HOMMES À LA FENÊTRE;Young Men at their Window;Loukianos Moshonas;France;;"Pardi di domani
Concorso internazionale";Locarno Nomination for the European Film Awards – Premio Pianifica;
2017;959268;;KAPITALISTIS ;;Pablo Muñoz Gomez;Belgium;France;"Pardi di domani
Concorso internazionale";Medien Patent Verwaltung AG Award;
2017;960703;;ARMAGEDDON 2;;Corey Hughes;Cuba;;"Pardi di domani
Concorso internazionale";Special mention;
2017;959864;;REWIND FORWARD;;Justin Stoneham;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro Swiss Life for the Best Swiss Short Film;
2017;960340;;59 SECONDES;;Mauro Carraro;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Swiss Life for the National Competition;
2017;962469;;LES INTRANQUILLES;;Magdalena Froger;Switzerland;;"Pardi di domani
Concorso nazionale";Best Swiss Newcomer Award;
2017;967163;;DREI ZINNEN;Three Peaks;Jan Zabeil;Germany;Italy;Piazza Grande;Variety Piazza Grande Award;
2017;946218;;THE BIG SICK;;Michael Showalter;USA;;Piazza Grande;Prix du public UBS;
2016;898808;;GODLESS;;Ralitza Petrova;Bulgaria;Denmark, France;Concorso internazionale;Pardo d’oro;
2016;896852;;INIMI CICATRIZATE;Scarred Hearts;Radu Jude;Romania;Germany;Concorso internazionale;Special Jury Prize of the Cities of Ascona and Losone;
2016;898159;;O ORNITÓLOGO;The Ornithologist;João Pedro Rodrigues;Portugal;France, Brazil;Concorso internazionale;Pardo for Best Direction of the City and Region of Locarno;
2016;898808;Irena Ivanova;GODLESS;;Ralitza Petrova;Bulgaria;Denmark, France;Concorso internazionale;Pardo for Best Actress;
2016;888440;Andrezej Seweryn;OSTATNIA RODZINA;The Last Family;Jan P. Matuszyński;Poland;;Concorso internazionale;Pardo for Best Actor;
2016;896487;;MISTER UNIVERSO;;Tizza Covi, Rainer Frimmel;Austria;Italy;Concorso internazionale;Special mention;
2016;886680;;EL AUGE DEL HUMANO;The Human Surge;Eduardo Williams;Argentina;Brazil, Portugal;Concorso Cineasti del presente;Pardo d’oro Concorso Cineasti del presente – Premio Nescens;
2016;891473;;DESTRUCTION BABIES;;Mariko Tetsuya;Japan;;Concorso Cineasti del presente;Best Emerging Director Award of the City and Region of Locarno;
2016;891437;;THE CHALLENGE;;Yuri Ancarani;Italy;France, Switzerland;Concorso Cineasti del presente;Special Jury Prize Ciné+;
2016;894492;;VIEJO CALAVERA;Dark Skull;Kiro Russo;Bolivia;Qatar;Concorso Cineasti del presente;Special mention;
2016;889359;;EL FUTURO PERFECTO;The Future Perfect;Nele Wohlatz;Argentina;;Concorso Cineasti del presente;Swatch First Feature Award;
2016;879978;;GORGE CŒUR VENTRE;Still Life;Maud Alpi;France;;Concorso Cineasti del presente;Swatch Art Peace Hotel Award;
2016;886680;;EL AUGE DEL HUMANO;The Human Surge;Eduardo Williams;Argentina;Brazil, Portugal;Concorso Cineasti del presente;Special mention ;First Feature
2016;894919;;L’IMMENSE RETOUR (ROMANCE);The Fullness of Time (Romance);Manon Coubia;Belgium;France;"Pardi di domani
Concorso internazionale";Pardino d’oro SRG SSR for the Best International Short Film ;
2016;894810;;CILAOS;;Camilo Restrepo;France;;"Pardi di domani
Concorso internazionale";Pardino d’argento SRG SSR for the International Competition;
2016;894919;;L’IMMENSE RETOUR (ROMANCE);The Fullness of Time (Romance);Manon Coubia;Belgium;France;"Pardi di domani
Concorso internazionale";Locarno Nomination for the European Film Awards – Premio Pianifica;
2016;894829;;VALPARAISO;;Carlo Sironi;Italy;;"Pardi di domani
Concorso internazionale";Film and Video Subtitling Prize;
2016;895323;;NON CASTUS               ;;Andrea Castillo;Chile;;"Pardi di domani
Concorso internazionale";Special mention;
2016;894176;;DIE BRÜCKE ÜBER DEN FLUSS ;The Bridge Over the River;Jadwiga Kowalska;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro Swiss Life for the Best Swiss Short Film;
2016;892472;;GENESIS;;Lucien Monot;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Swiss Life for the National Competition;
2016;892289;;LA SÈVE;;Manon Goupil;Switzerland;;"Pardi di domani
Concorso nazionale";Best Swiss Newcomer Award;
2016;884022;;MOKA;;Frédéric Mermoud;France;Switzerland;Piazza Grande;Variety Piazza Grande Award;
2016;887736;;I, DANIEL BLAKE;;Ken Loach;United Kingdom;France;Piazza Grande;Prix du Public UBS;
2015;817901;;JIGEUMEUN MATGO GEUTTAENEUN TEULLIDA ;Right Now, Wrong Then;HONG Sangsoo;South Korea;;Concorso internazionale;Pardo d’oro;
2015;815301;;TIKKUN;;Avishai Sivan;Israel;;Concorso internazionale;Special Jury Prize of the Cities of Ascona and Losone;
2015;816514;;COSMOS;;Andrzej Zulawski;France;Portugal;Concorso internazionale;Pardo for Best Direction of the City and Region of Locarno;
2015;828842;Tanaka Sachie, Kikuchi Hazuki, Mihara Maiko, Kawamura Rira;HAPPY HOUR;;HAMAGUCHI Ryusuke;Japan;;Concorso internazionale;Pardo for Best Actress;
2015;817901;JUNG Jae-Young;JIGEUMEUN MATGO GEUTTAENEUN TEULLIDA ;Right Now, Wrong Then;HONG Sangsoo;South Korea;;Concorso internazionale;Pardo for Best Actor;
2015;828842;Hamaguchi Ryusuke;HAPPY HOUR;;HAMAGUCHI Ryusuke;Japan;;Concorso internazionale;Special mention ;
2015;815301;Shai Goldman;TIKKUN;;Avishai Sivan;Israel;;Concorso internazionale;Special mention ;
2015;825497;;THITHI;;Raam Reddy;India;USA, Canada;Concorso Cineasti del presente;Pardo d’oro Concorso Cineasti del presente – Premio Nescens;
2015;815305;;DEAD SLOW AHEAD;; Mauro Herce;Spain;France;Concorso Cineasti del presente;Best Emerging Director Award of the City and Region of Locarno;
2015;815527;;LU BIAN YE CAN;Kaili Blues;BI Gan;China;;Concorso Cineasti del presente;Special Jury Prize Ciné+;
2015;825497;;THITHI;;Raam Reddy;India;USA, Canada;Concorso Cineasti del presente;Swatch First Feature Award;
2015;815295;;MA DAR BEHESHT;Paradise;Sina Ataeian Dena;Iran;Germany;;Swatch Art Peace Hotel Award;
2015;815527;;LU BIAN YE CAN;Kaili Blues;BI Gan;China;;Concorso Cineasti del presente;Special mention ;First Feature
2015;815556;;KIEV/MOSCOW. PART 1;;Elena Khoreva;Russia;Estonia, Ukraine;Fuori concorso;Special mention ;First Feature
2015;825923;;MAMA;;Davit Pirtskhalava;Georgia;;"Pardi di domani
Concorso internazionale";Pardino d’oro SRG SSR for the Best International Short Film;
2015;817312;;LA IMPRESIÓN DE UNA GUERRA;Impression of a War;Camilo Restrepo;France;Colombia;"Pardi di domani
Concorso internazionale";Pardino d’argento SRG SSR for the International Competition;
2015;826575;;FILS DU LOUP;Son of the Wolf;Lola Quivoron;France;;"Pardi di domani
Concorso internazionale";Locarno Nomination for the European Film Awards – Premio Pianifica;
2015;825923;;MAMA;;Davit Pirtskhalava;Georgia;;"Pardi di domani
Concorso internazionale";Film and Video Subtitling Prize;
2015;824855;;NUEVA VIDA;New Life;Kiro Russo;Argentina;Bolivia;"Pardi di domani
Concorso internazionale";Special mention;
2015;823652;;LE BARRAGE;The Big Dam;Samuel Grandchamp;Switzerland;USA;"Pardi di domani
Concorso nazionale";Pardino d’oro Swiss Life for the Best Swiss Short Film;
2015;824871;;D’OMBRES ET D’AILES;Of Shadows and Wings;Eleonora Marinoni, Elice Meng;Switzerland;France;"Pardi di domani
Concorso nazionale";Pardino d’argento Swiss Life for the National Competition;
2015;824594;;LES MONTS S’EMBRASENT;Blazing Mounts;Laura Morales;Switzerland;;"Pardi di domani
Concorso nazionale";Best Swiss Newcomer Award;
2015;815731;;LA BELLE SAISON;Summertime;Catherine Corsini;France;;Piazza Grande;Variety Piazza Grande Award;
2015;824660;;DER STAAT GEGEN FRITZ BAUER;The People vs. Fritz Bauer;Lars Kraume;Germany;;Piazza Grande;Prix du Public UBS;
2014;758703;;MULA SA KUNG ANO ANG NOON;From What Is Before;Lav Diaz;Philippines;;Concorso internazionale;Pardo d’oro;
2014;734648;;LISTEN UP PHILIP;;Alex Ross Perry;USA;;Concorso internazionale;Special Jury Prize of the Cities of Ascona and Losone;
2014;759046;;CAVALO DINHEIRO;Horse Money;Pedro Costa;Portugal;;Concorso internazionale;Pardo for Best Direction of the City and Region of Locarno;
2014;755578;Ariane Labed;FIDELIO, L’ODYSSÉE D’ALICE;;Lucie Borleteau;France;;Concorso internazionale;Pardo for Best Actress;
2014;746604;Artem Bystrov;DURAK;The Fool;Yury Bykov;Russia;;Concorso internazionale;Pardo for Best Actor;
2014;757714;;VENTOS DE AGOSTO;August Winds;Gabriel Mascaro;Brazil;;Concorso internazionale;Special mention;
2014;726569;;NAVAJAZO;;Ricardo Silva ;Mexico;;Concorso Cineasti del presente ;Pardo d’oro Concorso Cineasti del presente – Premio Nescens;
2014;763969;;LA CREAZIONE DI SIGNIFICATO;The Creation of Meaning;Simone Rapisarda Casanova ;Canada;;Concorso Cineasti del presente ;Best Emerging Director Award of the City and Region of Locarno;
2014;752652;;LOS HONGOS;;Oscar Ruiz Navia;Colombia;France, Argentina, Germany;Concorso Cineasti del presente ;Special Jury Prize Ciné+;
2014;757908;;UN JEUNE POÈTE;A Young Poet;Daniel Manivel;France;;Concorso Cineasti del presente ;Special mention;
2014;753944;;SONGS FROM THE NORTH;;Soon-mi YOO;USA;South Korea, Portugal;Concorso Cineasti del presente ;Pardo for Best First Feature Film;
2014;749112;;PAROLE DE KAMIKAZE;I, Kamikaze;di Masa Sawada;France;;Fuori concorso;Special mention ;First Feature
2014;763492;;ABANDONED GOODS;;Pia Borg, Edward Lawrenson;United Kingdom;;"Pardi di domani
Concorso internazionale";Pardino d’oro SRG SSR for the Best International Short Film;
2014;757135;;SHIPWRECK;;Morgan Knibbe;Netherlands;;"Pardi di domani
Concorso internazionale";Pardino d’argento SRG SSR for the International Competition;
2014;757135;;SHIPWRECK;;Morgan Knibbe;Netherlands;;"Pardi di domani
Concorso internazionale";Locarno Nomination for the European Film Awards – Premio Pianifica;
2014;757086;;HOLE;; Martin Edralin;Canada;;"Pardi di domani
Concorso internazionale";Film and Video Subtitling Prize;
2014;756335;;MUERTE BLANCA;White Death;Roberto Collio;Chile;;"Pardi di domani
Concorso internazionale";Special mention;
2014;757200;;TOTEMS;;Sarah Arnold;France;;"Pardi di domani
Concorso nazionale";Pardino d’oro Swiss Life for the Best Swiss Short Film;
2014;757197;;PETIT HOMME;;Jean-Guillaume Sonnier;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Swiss Life for the National Competition;
2014;"757187	";;ABSEITS DER AUTOBAHN;Off the Highway;Rhona Mühlebach;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2014;746590;;MARIE HEURTIN;Mary’s Story;Jean-Pierre Améris;France;;Piazza Grande;Variety Piazza Grande Award;
2014;751547;;SCHWEIZER HELDEN;;Peter Luisi;Switzerland;;Piazza Grande;Prix du Public UBS;
2013;698168;;HISTORIA DE LA MEVA MORT;Story of My Death;Albert Serra;Spain;France;Concorso internazionale;Pardo d’oro;
2013;689889;;E AGORA? LEMBRA-ME;What Now? Remind Me;Joaquim Pinto;Portugal;;Concorso internazionale;Special Jury Prize of the Cities of Ascona and Losone;
2013;687030;;U RI SUNHI;Our Sunhi;Hong Sangsoo;South Korea;China;Concorso internazionale;Pardo for Best Direction of the City and Region of Locarno;
2013;669907;Brie Larson;SHORT TERM 12 ;;Destin Cretton;USA;;Concorso internazionale;Pardo for Best Actress;
2013;686178;Fernando Bacilio;EL MUDO;;Daniel Vega, Diego Vega;Perù;France, Mexico;Concorso internazionale;Pardo for Best Actor;
2013;669907;;SHORT TERM 12 ;;Destin Cretton;USA;;Concorso internazionale;Special mention;
2013;684407;;TABLEAU NOIR;Blackboard;Yves Yersin;Switzerland;;Concorso internazionale;Special mention;
2013;662102;;MANAKAMANA;;Stephanie Spray, Pacho Velez ;Nepal;USA;Concorso Cineasti del presente ;Pardo d’oro Concorso Cineasti del presente – Premio George Foundation;
2013;663031;;COSTA DA MORTE;Coast of Death;Lois Patiño;Spain;;Concorso Cineasti del presente ;Best Emerging Director Award of the City and Region of Locarno;
2013;690505;;MOUTON;;Gilles Deroo, Marianne Pistone;France;;Concorso Cineasti del presente ;Special Jury Prize Ciné+;
2013;691121;;SAI NAM TID SHOER;By the River;Nontawat Numbenchapol ;Thailandia;;Concorso Cineasti del presente ;Special mention;
2013;690505;;MOUTON;;Gilles Deroo, Marianne Pistone;France;;Concorso Cineasti del presente ;Pardo for Best First Feature Film;
2013;662102;;MANAKAMANA;;Stephanie Spray, Pacho Velez ;Nepal;USA;Concorso Cineasti del presente ;Special mention ;First Feature
2013;691371;;LA STRADA DI RAFFAEL ;Raffael’s Way;Alessandro Falco ;Italy;Spain;"Pardi di domani
Concorso internazionale";Pardino d’oro SRG SSR for the Best International Short Film;
2013;691440;;ZIMA;;Cristina Picchi ;Russia;;"Pardi di domani
Concorso internazionale";Pardino d’argento SRG SSR for the International Competition;
2013;691440;;ZIMA;;Cristina Picchi ;Russia;;"Pardi di domani
Concorso internazionale";Locarno Nomination for the European Film Awards – Premio Pianifica;
2013;691389;;TADPOLES;;Ivan Tan ;Singapore;;"Pardi di domani
Concorso internazionale";Film and Video Subtitling Prize;
2013;691347;;ENDORPHIN ;;Reza Gamini ;Iran;;"Pardi di domani
Concorso internazionale";Special mention;
2013;691300;;‘A IUCATA;The Bet;Michele Pennetta;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro Swiss Life for the Best Swiss Short Film;
2013;691342;;VIGIA;;Marcel Barelli;Switzerland;France;"Pardi di domani
Concorso nazionale";Pardino d’argento Swiss Life for the National Competition;
2013;691334;;LA FILLE AUX FEUILLES;;Marina Rosset;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2013;686512;;2 GUNS;;Baltasar Kormákur ;USA;;Piazza Grande;Variety Piazza Grande Award;
2013;685251;;GABRIELLE;;Louise Archambault;Canada;;Piazza Grande;Prix du Public UBS;
2012;621672;;LA FILLE DE NULLE PART;The Girl from Nowhere;Jean-Claude Brisseau ;France;;Concorso internazionale;Pardo d’oro;
2012;600643;;SOMEBODY UP THERE LIKES ME;;Bob Byington;USA;;Concorso internazionale;Special Jury Prize of the Cities of Ascona and Losone;
2012;630799;;WO HAI YOU HUA YAO SHUO ;When Night Falls;YING Liang;South Korea;China;Concorso internazionale;Pardo for Best Direction of the City and Region of Locarno;
2012;630799;NAI An;WO HAI YOU HUA YAO SHUO ;When Night Falls;YING Liang;South Korea;China;Concorso internazionale;Pardo for Best Actress;
2012;622752;Walter Saabel;DER GLANZ DES TAGES ;The Shine of Day;Tizza Covi, Rainer Frimmel;Austria;;Concorso internazionale;Pardo for Best Actor;
2012;"608538	";;A ÚLTIMA VEZ QUE VI MACAU ;La dernière fois que j'ai vu Macao;João Rui Guerra da Mata, João Pedro Rodrigues;Portugal;France;Concorso internazionale;Special mention;
2012;611560;;INORI;La dernière fois que j'ai vu Maca;Pedro González-Rubio;Japan;;Concorso Cineasti del presente ;Pardo d’oro Concorso Cineasti del presente – Premio George Foundation;
2012;604724;;APE;;Joel Potrykus;USA;;Concorso Cineasti del presente ;Best Emerging Director Award of the City and Region of Locarno;
2012;630815;;NOT IN TEL AVIV;;Nony Geffen ;Israel;;Concorso Cineasti del presente ;Special Jury Prize Ciné+;
2012;631368;;TECTONICS;;Peter Bo Rappmund ;USA;;Concorso Cineasti del presente ;Special mention;
2012;630370;;JI YI WANG ZHE WO;Memories Look At Me;SONG Fang;China;;Concorso Cineasti del presente ;Pardo for Best First Feature Film;
2012;604724;;APE;;Joel Potrykus;USA;;Concorso Cineasti del presente ;Special mention ;First Feature
2012;630932;;THE MASS OF MEN;;Gabriel Gauchet ;United Kingdom;;"Pardi di domani
Concorso internazionale";Pardino d’oro SRG SSR for the Best International Short Film;
2012;630950;;YADERNI WYDHODY;Nuclear Waste;Myroslav Slaboshpytskiy;Ukraine;;"Pardi di domani
Concorso internazionale";Pardino d’argento SRG SSR for the International Competition;
2012;630873;;BACK OF BEYOND;;Michael Lennox ;United Kingdom;;"Pardi di domani
Concorso internazionale";Locarno Nomination for the European Film Awards – Premio Pianifica;
2012;608335;;O QUE ARDE CURA;As the Flames Rose;João Rui Guerra da Mata;Portugal;;"Pardi di domani
Concorso internazionale";Film and Video Subtitling Prize;
2012;605576;;LOS RETRATOS;Portraits;Iván D. Gaona;Colombia;;"Pardi di domani
Concorso internazionale";Special mention;
2012;630889;;RADIO-ACTIF ;Radio-active;Nathan Hofstetter;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro Swiss Life for the Best Swiss Short Film;
2012;630879;;L’AMOUR BÈGUE;Stammering Love;Jan Czarlewski ;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Swiss Life for the National Competition;
2012;630894;;IL VULCANO;The Volcano;Alice Riva;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2012;622758;;CAMILLE REDOUBLE;Camille Rewinds;Noémie Lvovsky;France;;Piazza Grande;Variety Piazza Grande Award;
2012;630420;;LORE;;Cate Shortland ;Germany;Australia, United Kingdom;Piazza Grande;Prix du Public UBS;
2011;556032;;ABRIR PUERTAS Y VENTANAS;Back to Stay;Milagros Mumenthaler ;Argentina;Switzerland;Concorso internazionale;Pardo d’oro;
2011;563971;;TOKYO KOEN;;Shinji Aoyama;Japan;;Concorso internazionale;"Special Pardo d’oro of the Jury
(for the film and the director's outstanding career)";
2011;541376;;HASHOTER ;Policeman;Nadav Lapid;Israel;;Concorso internazionale;Special Jury Prize of the Cities of Ascona and Losone;
2011;551469;;DIN DRAGOSTE CU CELE MAI BUNE INTENTII;Best Intentions;Adrian Sitaru;Romania;Hungary;Concorso internazionale;Pardo for Best Direction of the City and Region of Locarno;
2011;556032;María Canale;ABRIR PUERTAS Y VENTANAS;Back to Stay;Milagros Mumenthaler ;Argentina;Switzerland;Concorso internazionale;Pardo for Best Actress;
2011;551469;Bogdan Dumitrache;DIN DRAGOSTE CU CELE MAI BUNE INTENTII;Best Intentions;Adrian Sitaru;Romania;Hungary;Concorso internazionale;Pardo for Best Actor;
2011;540869;;UN AMOUR DE JEUNESSE;Goodbye First Love;Mia Hansen-Løve;France;Germany;Concorso internazionale;Special mention;
2011;536432;;L’ESTATE DI GIACOMO;;Alessandro Comodin;Italy;France, Belgium;Concorso Cineasti del presente ;Pardo d’oro Concorso Cineasti del presente – Premio George Foundation;
2011;540878;;EL ESTUDIANTE;The Student;Santiago Mitre;Argentina;;Concorso Cineasti del presente ;Special Jury Prize Ciné+;
2011;558555;;É NA TERRA NÃO É NA LUA;It’s the Earth Not the Moon;Gonçalo Tocha;Portugal;;Concorso Cineasti del presente ;Special mention;
2011;544713;;NANA;;Valérie Massadian;France;;Concorso Cineasti del presente ;Pardo for Best First Feature Film;
2011;563980;;RAUSCHGIFT;Addicted;Peter Baranowski;Germany;;"Pardi di domani
Concorso internazionale";Pardino d’oro SRG SSR for the Best International Short Film;
2011;538910;;LES ENFANTS DE LA NUIT;;Caroline Deruas;France;;"Pardi di domani
Concorso internazionale";Pardino d’argento SRG SSR for the International Competition;
2011;563978;;OPOWIESCI Z CHLODNI;Frozen Stories;Grzegorz Jaroszuk;Poland;;"Pardi di domani
Concorso internazionale";Locarno Nomination for the European Film Awards – Premio Pianifica;
2011;549148;;LIBERDADE;;Gabriel Abrantes, Benjamin Crotty;Portugal;;"Pardi di domani
Concorso internazionale";Film and Video Subtitling Prize;
2011;540620;;MENS SANA IN CORPORE SANO;;Juliano Dornelles;Brazil;;"Pardi di domani
Concorso internazionale";Special mention;
2011;562671;;L’AMBASSADEUR & MOI;The Ambassador & me;Jan Czarlewski;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro Swiss Life for the Best Swiss Short Film;
2011;562680;;LE TOMBEAU DES FILLES;The Girls’ Grave;Carmen Jaquier;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Swiss Life for the National Competition;
2011;562606;;À QUOI TU JOUES;Another Game;Jean-guillaume Sonnier;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2011;548945;;BACHIR LAZHAR (MONSIEUR LAZHAR);;Philippe Falardeau;Canada;;Piazza Grande;Variety Piazza Grande Award;
2011;548945;;BACHIR LAZHAR (MONSIEUR LAZHAR);;Philippe Falardeau;Canada;;Piazza Grande;Prix du Public UBS;
2010;466420;;HAN JIA;Winter Vacation;Li Hongqi;China;;"Concorso internazionale
(Through the Open Doors)";Pardo d’oro;
2010;466415;;MORGEN;Morning;Marian Crisan ;France;Romania, Hungary;Concorso internazionale;Special Jury Prize of the Cities of Ascona and Losone;
2010;466414;;CURLING ;;Denis Côté ;Canada;;Concorso internazionale;Pardo for Best Direction of the City and Region of Locarno;
2010;487181;Jasna Duričić;BELI BELI SVET;White White World;Oleg Novkovic ;Serbia;Germany, Sweden;Concorso internazionale;Pardo for Best Actress;
2010;466414;Emmanuel Bilodeau;CURLING ;;Denis Côté ;Canada;;Concorso internazionale;Pardo for Best Actor;
2010;495766;;PARABOLES;The Art of Telling;Emmanuelle Demoris ;France;;Concorso Cineasti del presente ;Pardo d’oro Concorso Cineasti del presente – Premio George Foundation;
2010;495221;;FOREIGN PARTS;;Véréna Paravel, J.P. Sniadecki;USA;France;Concorso Cineasti del presente ;Special CINÉ CINÉMA Jury Prize;
2010;466411;;IVORY TOWER;;Adam Traynor;Canada;France;Concorso Cineasti del presente ;Special mention;
2010;495221;;FOREIGN PARTS;;Véréna Paravel, J.P. Sniadecki;USA;France;Concorso Cineasti del presente ;Pardo for Best First Feature Film;
2010;498451;;AARDVARK;;Kitao Sakurai ;USA;Argentina;Concorso Cineasti del presente ;Special mention ;First Feature
2010;493625;;A HISTORY OF MUTUAL RESPECT;;Gabriel Abrantes, Daniel Schmid;Portugal;;"Pardi di domani
Concorso internazionale";Pardino d’oro SRG SSR Idée Suisse for the Best International Short Film;
2010;493433;;POUR TOI JE FERAI BATAILLE;For You I Will fight;Rachel Lang;Belgium;;"Pardi di domani
Concorso internazionale";Pardino d’argento Kodak for the International Competition;
2010;493507;;DIARCHIA;Diarchy;Ferdinando Cito Filomarino;Italy;;"Pardi di domani
Concorso internazionale";Locarno Nomination for the European Film Awards – Premio Pianifica;
2010;493548;;HÖSTMANNEN ;Autumn Man;Jonas Selberg Augustsén;Sweden;;"Pardi di domani
Concorso internazionale";Film and Video Subtitling Prize;
2010;493721;;KWA HERI MANDIMA;Good Bye Mandima;Robert-Jan Lacombe;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro Swiss Life for the Best Swiss Short Film ;
2010;493781;;YURI LENNON’S LANDING ON ALPHA 46;;Anthony Vouardoux;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Kodak for the National Competition;
2010;495251;;ANGELA;;David Maye ;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2010;493708;;DÜRÄ..! ;Wacked..!;Rolf Lang, Quinn Evan Reimann;Switzerland;;"Pardi di domani
Concorso nazionale";Special mention;
2010;498438;;RARE EXPORTS: A CHRISTMAS TALE;;Jalmari Helander;Finland;Norway, France, Sweden;Piazza Grande;Variety Piazza Grande Award;
2010;501070;;THE HUMAN RESOURCES MANAGER;;Eran Riklis;Israel;Germany, France;Piazza Grande;Prix du Public UBS;
2009;;;SHE, A CHINESE;;Xiaolu GUO;United Kingdom;France, Germany;Concorso internazionale;Pardo d’oro;
2009;;;BUBEN.BARABAN;;Alexei Mizgirev ;Russia;;Concorso internazionale;Special Jury Prize of the Cities of Ascona and Losone;
2009;;;BUBEN.BARABAN;;Alexei Mizgirev ;Russia;;Concorso internazionale;Pardo for Best Direction of the City and Region of Locarno;
2009;;Lotte Verbeek;NOTHING PERSONAL ;;Urszula Antoniak ;Netherlands;;Concorso internazionale;Pardo for Best Actress;
2009;;Antonis Kafetzopoulos;AKADIMIA PLATONOS;Plato's Academy;ilippos Tsitos;Greece;;Concorso internazionale;Pardo for Best Actor;
2009;;;THE ANCHORAGE;;C.W. Winter, Anders Edström ;Sweden;;Concorso Cineasti del presente ;Pardo d’oro Concorso Cineasti del presente;
2009;;;PIOMBO FUSO;Cast Lead;Stefano Savona ;Italy;;Concorso Cineasti del presente ;Special CINÉ CINÉMA Jury Prize;
2009;;;NOTHING PERSONAL ;;Urszula Antoniak ;Netherlands;;Concorso internazionale;Pardo for Best First Feature Film;
2009;;;BELIEVE;;Paul Wright;United Kingdom;;"Pardi di domani
Concorso internazionale";Pardino d’oro SRG SSR Idée Suisse for the Best International Short Film;
2009;;;VARIACIOK ;Variations;Krisztina Esztergályos ;Hungary;;"Pardi di domani
Concorso internazionale";Pardino d’argento Kodak for the International Competition;
2009;;;NO COUNTRY FOR CHICKEN ;;Huang Huang;China;;"Pardi di domani
Concorso internazionale";Film and Video Subtitling Prize;
2009;;;EDGAR ;;Fabian Busch;Germany;;"Pardi di domani
Concorso internazionale";Special mention;
2009;;;LAS PELOTAS ;;Chris Niemeyer;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’oro Swiss Life for the Best Swiss Short Film ;
2009;;;NACHTSPAZIERGANG ;Night Walk;Christof Wagner;Switzerland;;"Pardi di domani
Concorso nazionale";Pardino d’argento Kodak for the National Competition;
2009;;;CONNIE ;;Judith Kurmann;Switzerland;;"Pardi di domani
Concorso nazionale";Action Light Prize for the Best Swiss Newcomer;
2009;;;SAME BUT DIFFERENT;;Detlev Buck ;Germany;;Piazza Grande;Variety Piazza Grande Award;
2009;;;GIULIAS VERSCHWINDEN ;Julia's Disappearance;Christoph Schaub;Switzerland;;Piazza Grande;Prix du Public UBS;
