EDITION;ID;PERSON;TITLE;INTERNATIONAL TITLES;DIRECTOR/S;MAIN PRODUCTION COUNTRY;CO-PRODUCTION COUNTRY/IES;SECTION;PRIZE;NOTE
1992;;;"	EDDIE KING";;Gidi Dar;Israel;;Compétition;Pardo di bronzo ;
1992;;;"	HOLOZÄN ";;Heinz Bütler, Manfred Eicher ;Switzerland;Germany;Compétition;Pardo di bronzo ;
1992;;;"	QUARTIER MOZART";;Jean-Pierre Bekolo;Camerun;;Compétition;Special Jury Prize Swissair/Crossair;
1991;;;JOHNNY SUEDE ;;Tom Di Cillo;USA;;Compétition;Pardo d’oro;
1991;;;"	OBLAKO-RAI";;Nikolai Dostal ;Russia;;Compétition;Pardo d'argento;
1991;;;"	H ";;Darrell Wasyk;Canada;;Compétition;Pardo di bronzo;
1991;;;"	CHEB";;Rachid Bouchareb ;France;Algeria;Compétition;Pardo di bronzo ;
1991;;;TAWK AL HAMAM AL MAFKOUD;;Nacer Khemir;Tunisia;France;Compétition;Pardo di bronzo ;
1990;;;SLOUCHAINIJ VALS;;Svetlana Proskurina ;Russia;;Compétition;Pardo d’oro;
1990;;;"	THE REFLECTING SKIN ";;Philip Ridley;United Kingdom;;Compétition;Pardo d'argento;
1990;;;"	METROPOLITAN";;Whit Stillman;USA;;Compétition;Pardo d'argento;
1990;;;"	REISE DER HOFFNUNG";;Xavier Koller ;Switzerland;Italy;Compétition;Pardo di bronzo ;
1990;;"Miklós Gurban
(Director of Photography)";SZÜRKÜLET ;; György Fehér;Hungary;;Compétition;Pardo di bronzo ;
1990;;Emer McCourt;HUSH-A-BYE BABY;;Margo Harkin;Iceland;;Compétition;Pardo di bronzo – Special Prize;
1989;;;DHARMAGA TONGJOGURO KAN KHADALGUN?;;Young-Kyun Bae ;South Korea;;Compétition;Pardo d’oro;
1989;;;PIRAVI ;The Birth;Shaji N. Karun ;India;;Compétition;Pardo d'argento;
1989;;;KHANEH-JE DUST KOJAST?;Where Is the Friend's House?;Abbas Kiarostami ;Iran;;Compétition;Pardo di bronzo;
1989;;;DER SIEBENTE KONTINENT ;The Seventh Continent;Michael Haneke ;Austria;;Compétition;Pardo di bronzo ;
1989;;Adam Kamien ;KORNBLUMENBLAU ;;Leszek Wosiewicz ;Poland;;Compétition;Pardo di bronzo ;
1989;;;NIUPENG ;;Dai Sijie ;France;Germany;Compétition;Special mention;
1988;;;DISTANT VOICES, STILL LIVES ;;Terence Davies ;United Kingdom;;Compétition;Pardo d’oro;
1988;;;SCHMETTERLINGE ;Butterflies;Wolfgang Becker ;Germany;;Compétition;Pardo d’oro;
1988;;;HALODHIA CHORAYE BAODHAN KHAI ;;Jahnu Barua ;India;;Compétition;Pardo d'argento;
1988;;;NAKHODA KHORSHID ;;Nasser Taghvai ;Iran;;Compétition;Pardo di bronzo;
1988;;;SCHLAFLOSE NÄCHTE ;;Marcel Gisler ;Switzerland;Germany;Compétition;Pardo di bronzo ;
1988;;Indra Bania;HALODHIA CHORAYE BAODHAN KHAI ;;Jahnu Barua ;India;;Compétition;Pardo di bronzo ;
1988;;;FAMILY VIEWING ;;Atom Egoyan  ;Canada;;Compétition;Special mention;
1988;;;KYÔSHÛ ;;Takehiro Nakajima ;Japan;;Compétition;Special mention;
1987;;;O BOBO ;;José Alvaro Morais ;Portugal;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1987;;;KONBU FINZE ;;Edward Yang ;Taiwan;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1987;;;ODINOKIJ GOLOS CELOVEKA  ;The Lonely Voice of Man;Aleksandr Sokurov ;ex USSR;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1987;;Arpad Vermes ;HOL VOLT, HOL NEM VOLT ;;Gyula Gazdag ;Hungary;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1987;;;THREE BEWILDERED PEOPLE IN THE NIGHT ;;Gregg Araki;USA;;Programme Principal – Longs métrages en compétition;Pardo di bronzo ;
1987;;;SKYTTURNAR ;;Fridrik Thor Fridriksson ;Iceland;;Programme Principal – Longs métrages en compétition;Special mention;
1987;;Roland Dubillard;POISONS ;;Pierre Maillard ;Switzerland;France;Programme Principal – Longs métrages en compétition;Special mention;
1987;;;ROBINSON NO NIVA ;;Masashi Yamamoto;Japan;;Programme Principal – Longs métrages en compétition;Special mention;
1986;;;JEZIORO BODENSKIE ;Sons and Comrades;Janusz Zaorski ;Poland;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1986;;;40 M2 DEUTSCHLAND ;;Tevfik Baser ;Germany;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1986;;;LAMB ;;Colin Gregg ;United Kingdom;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1986;;;MOJ DROUG IVAN LAPCHIN ;;Alexei Guerman ;ex USSR;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1986;;;KALI PATRIDHA SYNDROPHE ;Happy Homecoming Comrade;Lefteris Xanthopulos;Greece;;Programme Principal – Longs métrages en compétition;Special mention;
1986;;Fernanda Torres;COM LICENÇA EN VOU À LUTA;;Luis Farias ;Brazil;;Programme Principal – Longs métrages en compétition;Special mention;
1986;;;DIAPASON ;;Jorge Polaco;Argentina;;Programme Principal – Longs métrages en compétition;Special mention;
1985;;;HÖHENFEUER ;Falò, Fuoco alpino;Fredi M. Murer ;Switzerland;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1985;;;HUANG TUDI ;Yellow Heart;Chen Kaige ;China;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1985;;;TAGEDIEBE ;;Marcel Gisler  ;Germany;;Programme Principal – Longs métrages en compétition;Second Prize of the City of Locarno;
1985;;Helen Shaver;"	DESERT HEARTS";;Donna Reich;USA;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1985;;Masaki Tamura ;HIMATSURI ;;MitsuoYanagimachi;Japan;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1985;;;FETISH & DREAMS ;;Steff Gruber ;Switzerland;;Programme Principal – Longs métrages en compétition;Special mention;
1985;;;"	INGANNI ";;Luigi Faccini;Italy;;Programme Principal – Longs métrages en compétition;Special mention;
1984;;;STRANGER THAN PARADISE ;;Jim Jarmush;USA;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1984;;;LE ROI DE LA CHINE ;;Fabrice Cazeneuve ;France;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1984;;;"	DONAUWALZER";;Xaver Schwarzenberger ;Austria;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1984;;;NUNCA FAMOS TÃO FELIZES;;Murilo Sales;Brazil;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1984;;;"	ÖSZI ALMANACH";;Béla Tarr ;Hungary;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1984;;Patrice Cologne;CAMPO EUROPA;;Pierre Maillard ;Switzerland;;Programme Principal – Longs métrages en compétition;Special mention;
1983;;;"	ADJ KIRÁLY KATONAT ";The Princess;Pal Erdöss;Hungary;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1983;;;"	HAMSIN";;Daniel Wachsmann ;Israel;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1983;;; FERESTADEH;;Parviz Sayyad;Iran;USA, Germany;Programme Principal – Longs métrages en compétition;Second Prize of the City of Locarno;
1983;;;JOE’S BED-STUY BARBERSHOP: WE CUT HEADS ;;Spike Lee;USA;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1983;;; SARGENTO GETULIO;;Hermano Penna;Brazil;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1983;;Yusako Matsuda;KASUKO GAME;;Yoshimitsu Morita;Japan;;Programme Principal – Longs métrages en compétition;Special mention;
1983;;Siegfried Zimmerschied,;GRENZENLOS ;;Josef Rödl;Germany;;Programme Principal – Longs métrages en compétition;Special mention;
1983;;Hugues Ryffel;L’ALLEGEMENT;;Marcel Schupbach;Switzerland;;Programme Principal – Longs métrages en compétition;Special mention;
1982;;;TRAVELLER;;Joe Comerperd;Ireland;;Programme Principal – Longs métrages en compétition;Special mention;
1982;;;PANELKAPCSOLAT;;Béla Tarr ;Hungary;;Programme Principal – Longs métrages en compétition;Special mention;
1982;;;"	LES JOCONDES";;Jean-Daniel Pillault ;France;;Programme Principal – Longs métrages en compétition;Special mention;
1982;;;QUARTETTO BASILEUS;;Fabio Carpi;Italy;;Programme Principal – Longs métrages en compétition;Special mention;
1982;;;DAS LETZTE LOCH;;Herbert Achternbusch;Germany;;Programme Principal – Longs métrages en compétition;Special Prize Locarno 1982;
1981;;;CHAKRA;;Rabindra Dharmaraj;India;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1981;;;"	PIXOTE ";;Heczor Babenco;Brazil;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1981;;;OPÇAO, AS ROSAS DA ESTRADA;;Ozualdo Ribeira Candeias;Brazil;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1981;;; NARCISZ ES PSYCHE;;"	Gabor Body";Hungary;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1980;;;"	MALEDETTI VI AMERÒ";;Marco Tullio Giordana;Italy;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1980;;;"	CLARENCE AND ANGEL";;Robert Gardner;USA;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1980;;Collectif Werkteater;OPNAME ;;Erik van Zuylen, Marja Kok;Netherlands;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1980;;;"	SËY SËYETI";;Beye Ben Diogaye;Senegal;;Programme Principal – Longs métrages en compétition;Special mention;
1980;;;"	NEEM ANNAPURNA";;Buddhadeb Dasgupta;India;;Programme Principal – Longs métrages en compétition;Special mention;
1979;;;SÜRÜ ;The Herd; Zeki Okten;Türkiye ;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1979;;;"	IMMACOLATA E CONCETTA";;Salvatore Piscicelli ;Italy;;Programme Principal – Longs métrages en compétition;Special Jury Prize;
1979;;;"	À MÉNESGAZDA";Il recinto;Aandrás Kovacs;Hungary;;Programme Principal – Longs métrages en compétition;Artaria Prize;
1979;;"	Michel Robin";"	LES PETITES FUGUES ";;Yves Yersin;Switzerland;;Programme Principal – Longs métrages en compétition;Grand Prize of the Jury;
1979;;Production team;SZPITAL PRZEMIENIENIEA;;Edward Zebrowski;Poland;;Programme Principal – Longs métrages en compétition;Special mention;
1979;;Yilmaz Güney ;SÜRÜ ;The Herd; Zeki Okten;Türkiye ;;Programme Principal – Longs métrages en compétition;Special mention;
1978;;;I TEMBELIDES TIS EPERIS KILADAS;The Slothful Ones of the Fertile Valley;Nikos Panayotopoulos;Greece;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1978;;;"	CSEPLO GYURI";;Pal Schiffer;Hungary;;Programme Principal – Longs métrages en compétition;Artaria Prize;
1978;;;"	BAARA ";Le travail;Souleymane Cissé;Mali;;Programme Principal – Longs métrages en compétition;Artaria Prize;
1978;;;POKOJ Z WIDOKIEM NA MORZE;;Janusz Zaorsky;Poland;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1978;;"	Melanie Mayron";GIRLFRIENDS;;Claudia Weill ;USA;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1978;;;"	BAKO, L’AUTRE RIVE";;Jacques Champreux;Senegal;France;Programme Principal – Longs métrages en compétition;Special mention;
1977;;;"	ANTONIO GRAMSCI, I GIORNI DI CARCERE";;Lino Del Fra;Italy;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1977;;Athos Fugard;THE GUEST;;Ross Devenish;South Africa;;Programme Principal – Longs métrages en compétition;Artaria Prize;
1977;;Ozsef Madaras;POKFOTI;;Janos Rozsa ;Hungary;;Programme Principal – Longs métrages en compétition;Special Jury Prize;
1977;;;"	LES INDIENS SONT ENCORE LOIN";;Patricia Moraz ;Switzerland;;Programme Principal – Longs métrages en compétition;Special mention;
1977;;;"	PASSING THROUGH";;Larry Clark ;USA;;Programme Principal – Longs métrages en compétition;Special mention;
1977;;;"	SOY UN DELINQUENTE";;Clement de la Cerda;Venezuela;;Programme Principal – Longs métrages en compétition;Special mention;
1976;;;"	LE GRAND SOIR";;Francis Reusser;Switzerland;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1976;;;MIRT SOST SHI AMIT;Il raccolto dei 3'000 anni;Haïle Gerima;Ethiopia;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1976;;Renato Berta;LE GRAND SOIR, DER GEHÜLFE, JONAS QUI AURA 25 ANS EN L’AN 2000;;Francis Reusser, Alain Tanner, Thomas Koerfer;Switzerland;;Programme Principal – Longs métrages en compétition;Artaria Prize;
1976;;"	Marco Bellocchio";MARCIA TRIONFALE, LA MACCHINA DEL CINEMA;;Marco Bellocchio;Italy;;Programme Principal – Longs métrages en compétition;Jury Prize;
1976;;;"	SILNA VODA";;Ivan Terziev;Bulgaria;;Programme Principal – Longs métrages en compétition;Special mention;
1976;;;IL N’Y A PAS D’OUBLI;;Rodrigo Gonzales, M. Mallet, Jorge Fajardo;Canada;;Programme Principal – Longs métrages en compétition;Special mention;
1975;;;"	LE FILS D’AMR EST MORT ";;Jean-Jacques Andrieu;Belgium;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1975;;;"	VETCHNI VREMENA";Eternal Times;Assen Chopov ;Bulgaria;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1975;;;"	PER LE ANTICHE SCALE ";;Mauro Bolognini;Italy;;Programme Principal – Longs métrages en compétition;Special Jury Prize;
1975;;;"	LEGACY ";;Karen Arthur;USA;;Programme Principal – Longs métrages en compétition;Prize for Best First Feature;
1975;;;"	HUSTRUER ";;Anja Breien;Norway;;Programme Principal – Longs métrages en compétition;Special mention;
1975;;;"	LA POMME ROUGE ";;Tolomouch Okeev ;Russia;;Programme Principal – Longs métrages en compétition;Special mention;
1975;;;"	FLUCHTAGEFAHR";;Markus Imhoof;Switzerland;;Programme Principal – Longs métrages en compétition;Special mention;
1974;;;TÜZOLTO UTCA 25;Via dei pompieri n° 25;István Szabo;Hungary;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1974;;;"	CELINE ET JULIE VONT EN BATEAU ";;Jacques Rivette;France;;Programme Principal – Longs métrages en compétition;Grand Prize of the Jury;
1974;;;"	PALEC BOZ";;Antoni Krauze;Poland;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1974;;;"	A BIGGER SPLASH ";;Jack Hazan ;United Kingdom;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1974;;;MAA ON SYNTINEL LAULO ;The Land of Our Ancesters;Rauni Mollberg ;Finland;;Programme Principal – Longs métrages en compétition;Prize for Best First Feature;
1974;;;"	LYUTYY ";The Fierce One;Tolomuch Okeev ;Russia;;Programme Principal – Longs métrages en compétition;Special mention;
1974;;;"	DIE AUSLIEFERUNG";;Peter von Gunten;Switzerland;;Programme Principal – Longs métrages en compétition;Special mention;
1973;;;"	ILUMINACJA ";Illuminazione;Krzysztof Zanussi ;Poland;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1973;;;"	LE COUSIN JULES";;Dominique Benicheti;France;;Programme Principal – Longs métrages en compétition;Special Jury Prize;
1973;;;"	UTAZAS JAKABBAL";Voyage with Jacob;Pal Gabor;Hungary;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1973;;;"	AMERICAN GRAFFITI ";;George Lucas;USA;;Programme Principal – Longs métrages en compétition;Pardo di bronzo;
1973;;Alla Akhedjakova;JE CHERCHE LES MIENS ;;Mikhail Boguine;Russia;;Programme Principal – Longs métrages en compétition;Special mention;
1973;;;"	INJUN FENDER";;Robert Cordier;USA;;Programme Principal – Longs métrages en compétition;Special mention;
1973;;;"	MAJA DARPAN ";;Kumar Shahani;India;;Programme Principal – Longs métrages en compétition;Special mention;
1973;;;"	STREGONE DI CITTÀ ";;Gianfranco Bettetini;Italy;;Programme Principal – Longs métrages en compétition;Special mention;
1973;;;TSCHETAN DER INDIANERJUNGE ;;Hark Bohm;Germany;;Programme Principal – Longs métrages en compétition;Special mention;
1972;;;"	BLEAK MOMENTS ";;Mike Leigh;United Kingdom;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1972;;;"	JELENIDO ";;Peter Bacso;Hungary;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1972;;;"	SAMSKARA ";;Pattabhi Rama Reddy ;India;;Programme Principal – Longs métrages en compétition;Pardo di bronzo ;
1972;;Sandy Ratcliff;A POZDRAVUJI VLASTOVSKY;(…e saluto le rondini) ;Jaromil Jires;Czech Republic;;Programme Principal – Longs métrages en compétition;Special mention;
1972;;;"	NEVESTKA";The Daughter in Law;Khodjakuli Narlief ;Russia;;Programme Principal – Longs métrages en compétition;Special mention;
1972;;;"	AL FAHD ";;Nabil Maleh;Syria;;Programme Principal – Longs métrages en compétition;Prize for the 25th anniversary of the Locarno Film Festival;
1971;;;"	IN PUNTO DI MORTE";;Mario Garriba;Italy;;Programme Principal – Longs métrages en compétition;Pardo d’oro – First features;
1971;;;"	HANNO CAMBIATO FACCIA ";;Corrado Farina;Italy;;Programme Principal – Longs métrages en compétition;Pardo d’oro – First features;
1971;;;"	LES AMIS ";;Gérard Blain;France;;Programme Principal – Longs métrages en compétition;Pardo d’oro – First features;
1971;;;"	PRIVATE ROAD ";;Barney Platts-Mills;United Kingdom;;Programme Principal – Longs métrages en compétition;Pardo d’oro – Second features;
1971;;;"	ZNAKY NA DRODZE ";;Andrzej Piotrowski ;Poland;;Programme Principal – Longs métrages en compétition;Pardo d’oro – Second features;
1971;;;MEXICO, LA REVOLUCION CONGELADA ;;Raymond Gleyzer;Argentina;;Programme Principal – Longs métrages en compétition;Prize for a Third World Production;
1970;;;THE END OF THE ROAD ;;Aram Avakiam ;USA;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1970;;;"	SOLEIL O ";;Med Hondo;France;Mauritania;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1970;;;"	LILIKA ";;Branko Plesa ;Jugoslavia;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1970;;;"	MUJO";;Akio Jissoji;Japan;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1970;;;"	MERSEKELT EGÖV";Temperate Zone;Zsolt Kézdi-Kovacs ;Hungary;;Programme Principal – Longs métrages en compétition;Pardo d'argento;
1970;;;"	BILADI UNE REVOLUTION ";;rancis Reusser;Switzerland;;Programme Principal – Longs métrages en compétition;Special mention;
1970;;;"	MONSTRUM ";;Rajko Ranfi;Jugoslavia;;Programme Principal – Courts métrages en compétition;Pardo d'oro (Short Film Competition);
1969;;;CHARLES MORT OU VIF;;Alain Tanner;Switzerland;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1969;;;V OGNE BROAD NET;No Path Trough Fire;Gleb Panfilov;Russia;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1969;;;TRES TRISTES TIGRES ;;Raul Ruiz ;Chile;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1969;;;SZEMÜVEGESEK ;Those Who Wear Glasses;Sandor Simò;Hungary;;Programme Principal – Longs métrages en compétition;Pardo d’oro;
1969;;;"	PARIS N’EXISTE PAS ";;Robert Benayoun ;France;;Programme Principal – Longs métrages en compétition;Special mention;
1969;;;"	INVASION ";;Hugo Santiago ;Argentina;;Programme Principal – Longs métrages en compétition;Special mention;
1969;;;"	MOST";;Midhat Mutadpic;Jugoslavia;;Programme Principal – Courts métrages en compétition;Prize for Best Documentary (Short Film Competition);
1969;;;"	FANTASMATIC";;Ernest Insorge, Gisèle Insorge ;Switzerland;;Programme Principal – Courts métrages en compétition;Prize for Best Animation (Short Film Competition);
1969;;;IZVOR ZIVOTÀ ;;Nikola Majdac, Borislav Sajtinac;Jugoslavia;;Programme Principal – Courts métrages en compétition;Prize for Best Animation (Short Film Competition);
1968;;;"	I VISIONARI ";;Maurizio Ponzi ;Italy;;Programme Principal – Longs métrages en compétition;Pardo d’oro;Note: the official jury withdrew for political reasons. The prizes were awarded by the Youth Jury.
1968;;;MEDDIG EL AZ EMBER;How Long Does a Man Live; Judith Elek;Hungary;;Programme Principal – Longs métrages en compétition;Pardo d’argento – Special Jury Prize;Note: the official jury withdrew for political reasons. The prizes were awarded by the Youth Jury.
1968;;;"	OSENNIE SVADJDI";Autumn Weddings;Boris Yashin ;Russia;;Programme Principal – Longs métrages en compétition;Pardo d’argento – Prize for First Feature ;Note: the official jury withdrew for political reasons. The prizes were awarded by the Youth Jury.
1968;;;"	VIAGEM AU FIM DO MUNDO";;Fernando Campos;Brazil;;Programme Principal – Longs métrages en compétition;Pardo d’argento – Prize for a Third World Production;Note: the official jury withdrew for political reasons. The prizes were awarded by the Youth Jury.
1968;;;"	THE YELLOW SUBMARINE ";;Georg Dunning;United Kingdom;;Programme Principal – Longs métrages en compétition;Special mention;Note: the official jury withdrew for political reasons. The prizes were awarded by the Youth Jury.
1968;;;O RUPAMA I CEPOVIMA ;;Ante Zaninovic;Jugoslavia;;Programme Principal – Courts métrages en compétition;Pardo d'oro (Short Film Competition);Note: the official jury withdrew for political reasons. The prizes were awarded by the Youth Jury.
1968;;;"	LES CORBEAUX";;Ernest Ansorge, Gisèle Ansorge;Switzerland;;Programme Principal – Courts métrages en compétition;Special mention ;Note: the official jury withdrew for political reasons. The prizes were awarded by the Youth Jury.
1968;;;OD 3 DO 22 (ZENA);;Kreso Golik ;Jugoslavia;;Programme Principal – Courts métrages en compétition;Special mention;Note: the official jury withdrew for political reasons. The prizes were awarded by the Youth Jury.
1967;;;TERRA EM TRANSE;;Glauber Rocha ;Brazil;;Programme Principal – Longs métrages en compétition;Grand Prize;Note: no official competition that year. Prizes awarded by a parallel jury.
1967;;;"	APA";;Istvan Szabo;Hungary;;Programme Principal – Longs métrages en compétition;Special Jury Prize;Note: no official competition that year. Prizes awarded by a parallel jury.
1967;;;"	MARAT-SADE";Les martyrs de l’amour;Peter Brook;United Kingdom;;Programme Principal – Longs métrages en compétition;Special mention;Note: no official competition that year. Prizes awarded by a parallel jury.
1967;;;MUCEDNICI LASKY;;Jan Nemec ;Czech Republic;;Programme Principal – Longs métrages en compétition;Special mention;Note: no official competition that year. Prizes awarded by a parallel jury.
1967;;;NÀVRAT ZTRACENÉHO SYNA;Le retour du fils prodigue;Evald Schorm ;Czech Republic;;Programme Principal – Longs métrages en compétition;Special mention;Note: no official competition that year. Prizes awarded by a parallel jury.
1967;;;MERE ET FILS ;;Jan Nemec;Netherlands;;Programme Principal – Courts métrages en compétition;Grand Prize (Short Film Competion);Note: no official competition that year. Prizes awarded by a parallel jury.
1967;;;IL SIGNOR ROSSI COMPERA L’AUTOMOBILE;;Bruno Bozzetto ;Italy;;Programme Principal – Courts métrages en compétition;Grand Prize (Short Film Competion);Note: no official competition that year. Prizes awarded by a parallel jury.
1967;;;"	CHICOREE";;Fredi M. Murer;Switzerland;;Programme Principal – Courts métrages en compétition;Grand Prize (Short Film Competion);Note: no official competition that year. Prizes awarded by a parallel jury.
1966;;;KAZDY DEN ODVAHU;Courage per Every Day;Evald Schorm;Czech Republic;;Programme Principal – Longs métrages en compétition;Grand Prize;Note: no official competition that year. Prizes awarded by a parallel jury.
1966;;;"	MORGAN, A SUITABLE CASE PER TREATMENT";;Karel Reisz;United Kingdom;;Programme Principal – Longs métrages en compétition;Special Jury Prize;Note: no official competition that year. Prizes awarded by a parallel jury.
1966;;;"	LA GUERRE EST FINIE";;Alain Resnais ;France;;Programme Principal – Longs métrages en compétition;Special mention;Note: no official competition that year. Prizes awarded by a parallel jury.
1966;;;"	ES";;Ulrich Schamoni;Germany;;Programme Principal – Longs métrages en compétition;Special mention;Note: no official competition that year. Prizes awarded by a parallel jury.
1966;;;"	KDO CHCE ZABIT JESSII";Who Killed Jessie?;Vaclar Vorlicek ;Czech Republic;;Programme Principal – Longs métrages en compétition;Special mention;Note: no official competition that year. Prizes awarded by a parallel jury.
1966;;;"	FADNI ODPOLEDNE";Un fade après-midi;Ivan Passer;Czech Republic;;Programme Principal – Courts métrages en compétition;Grand Prize (Short Film Competion);Note: no official competition that year. Prizes awarded by a parallel jury.
1966;;;"	KWARTECIK";La quadrille;Edward Sturlis;Poland;;Programme Principal – Courts métrages en compétition;Special mention ;Note: no official competition that year. Prizes awarded by a parallel jury.
1966;;;"	ERASE UNA VEZ";;Pedro Chaskal, Hector Rio;Chile;;Programme Principal – Courts métrages en compétition;Special mention ;Note: no official competition that year. Prizes awarded by a parallel jury.
1966;;;"	ROSALIE";; Walerian Borowczyk;France;;Programme Principal – Courts métrages en compétition;Special mention ;Note: no official competition that year. Prizes awarded by a parallel jury.
1966;;;"	REVOLUCION";;Jorge Sanjinés, Oscar Soria;Bolivia;;Programme Principal – Courts métrages en compétition;Special mention ;Note: no official competition that year. Prizes awarded by a parallel jury.
1965;;;"	FOUR IN THE MORNING";;Anthony Simmons;United Kingdom;;Programme Principal – Longs métrages en compétition;Vela d’oro;
1965;;;"	ORGAN ";;Stefan Uher;Czech Republic;;Programme Principal – Longs métrages en compétition;Special Jury Prize;
1965;;;"	I PUGNI IN TASCA ";;Maro Bellocchio;Italy;;Programme Principal – Longs métrages en compétition;Vela d’argento;
1965;;;ALMODOZASOK KORA;L’età delle illusioni;Istvan Szabo;Hungary;;Programme Principal – Longs métrages en compétition;Vela d’argento;
1965;;;"	EL VIENTO DISTANTE ";;Salomon Laiter, Manuel Michel, Sergio Véjar;Mexico;;Programme Principal – Longs métrages en compétition;Vela d’argento – Mexican Section;
1965;;;"	EN ESTE PUEBLO NO HAI LADRONES";;Alberto Isaac;Mexico;;Programme Principal – Longs métrages en compétition;Vela d’argento – Mexican Section;
1965;;;PASKUTINE ATOSTOGU DIENA ;The Girl and the Echo;Arünas Zebriunas;Russia;;Programme Principal – Longs métrages en compétition;Vela d’argento to the majority;
1965;;;"	NOI INSISTIAMO ";;Gianni Amico ;Italy;;Programme Principal – Courts métrages en compétition;Vela d’oro (Short Film Competion);
1965;;;"	METAMORFOZA ";;Aleksandar Marks, Vladimir Jutrisa ;Jugoslavia;;Programme Principal – Courts métrages en compétition;Vela d’argento (Short Film Competion);
1965;;;NIAYES;;Ousmane Sembène;Senegal;;Programme Principal – Courts métrages en compétition;Special mention;
1964;;;"	CERNY PETR ";Asso di picche;Milos Perman;Czech Republic;;Programme Principal – Longs métrages en compétition;Vela d’oro;
1964;;Hideko Takamine;"	 MIDARERU";Trouble;Mikio Naruse;Japan;;Programme Principal – Longs métrages en compétition;Vela d’argento for Best Actress;
1964;;"	Gene Kelly ";WHAT A WAY TO GO;;J. Lee Thompson;USA;;Programme Principal – Longs métrages en compétition;Vela d’argento for Best Actor;
1964;;;"	OS VERDES ANOS ";;Paulo Rocha;Portugal;;Programme Principal – Longs métrages en compétition;Vela d’argento for Best First Feature  ;
1964;;;VYSOKA ZED;Le grand mur;Karel Kachyna ;Czech Republic;;Programme Principal – Longs métrages en compétition;Vela d’argento for Best First Feature  ;
1964;;;"	NAGANIACZ";Les rabatteurs;Eva Petelski, Czeslaw Petelski;Poland;;Programme Principal – Longs métrages en compétition;Special Jury Prize;
1964;;;"	NAPPALI SÖTÉTSEG";Les ténèbre du jour;Zoltan Fabri;Hungary;;Programme Principal – Longs métrages en compétition;Special Jury Prize;
1964;;;"	LES APPRENTIS ";;Alain Tanner;Switzerland;;Programme Principal – Longs métrages en compétition;Special mention;
1964;;;"	EXEMPLE:  ETRETAT";;Monique Lepeuve;France;;Programme Principal – Courts métrages en compétition;Vela d’oro (Short Film Competion);
1964;;;"	HANGMAN";;Paul Julian, Les Goldman;USA;;Programme Principal – Courts métrages en compétition;Vela d’argento (Short Film Competion);
